Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,Proportion of Energy from Renewables,R&D Expenditure,Renewable Energy Patents,Innovation Index,GDP,Population,Government Policies,Renewable Energy Targets,Public-Private Partnerships in Energy,Energy Market Liberalization,Ease of Doing Business,Regulatory Quality,Political Stability,Control of Corruption,CO2 Emissions,Average Annual Temperature,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability
Japan,2016,Hydro,43321.43337,25305.29584,9542540082.0,32846.73225,153.3426384,0.6420098827,0.3156434419,888917123.9,25.59761565,2088291532.0,897,44.39633208,54146545119347,147574490,1,0,1,0,23.76391415,7.680141888,0.8206980065,4.697698121,962599.5572,6.110272853,183.8860489,7.188555588,86.25954152,96.47009407
Brazil,2012,Wind,49778.1638,15586.83865,1196236036.0,156485.6102,760.0309378,0.39682239,0.06810170564,389884079.2,17.03558106,8325133467.0,237,92.35174199,82747666345873,11950560,0,1,0,1,70.21487022,8.116513814,4.523016864,8.133028157,993987.8141,6.10254022,262.056683,3.584114152,94.32451677,2.113794544
Russia,2013,Wind,73839.25806,10899.13454,7356070906.0,206444.9545,632.6241151,0.4432727668,0.4015751691,598827757.3,68.76750506,4879877560.0,410,85.17721515,16363494585301,1303778524,0,1,0,1,48.07434952,1.903095484,9.420177464,5.188649729,500663.1588,37.2342824,131.4780778,1.829032817,61.49409706,53.72221078
USA,2008,Geothermal,85672.12764306844,18050.310336108163,366284034.77509415,949673.6235728372,90.3326464936588,0.9452412413494556,0.2217723592801616,630718562.8389786,20.834232366126916,7421855442.843557,937,0.6510613209293359,193075776562156,291188930,0,1,0,1,59.55125264946417,0.9917371585961032,8.033156044640176,9.034467217990334,858786.1330031686,20.8223994945758,274.40904226560104,2.7852467752840586,73.64868380183856,85.25986839413372
Canada,2017,Geothermal,65095.62372,29415.89505,6870538129.0,809342.706,987.8563514,0.04920450532,0.3289092476,546165102.2,14.50940103,5167841877.0,292,12.90954143,39938999372811,529845711,1,0,0,0,19.98107273,3.853316167,7.660415262,3.015777404,112792.7725,-6.3809915,199.6995624,4.647619572,7.373779561,41.79802744
Japan,2009,Geothermal,15546.83103,8457.286627,2843205499.0,434371.9044,911.5162447,0.06231360236,0.4300122281,35985645.38,11.92817232,7291952872.0,14,12.96716842,152598914549609,1236257749,0,1,0,0,35.78530595,6.153080931,9.810296982,4.133280951,929075.5885,35.27099938,122.0980323,3.013384781,39.49206444,93.23285455
Germany,2016,Solar,68708.57259,31960.90537,5454022359.0,231286.6885,995.4929615,0.1569344282,0.487278586,811107469.9,52.39372957,4764203423.0,683,79.85026101,7373346782837,438437558,0,1,0,0,32.2192773,5.598690295,8.650096021,6.89474056,795744.9321,7.525781133,136.2148002,10.48323557,56.66026238,21.38198309
Australia,2014,Solar,48700.98317,12732.10795,5889484300.0,186022.8407,975.3430056,0.1301779754,0.1523319766,905225961.8,96.27318955,7847098545.0,438,47.7246653,101232160626305,406085360,1,1,0,0,2.721329436,6.677160191,2.29156813,8.355171853,748948.1505,3.036357235,253.3825351,0.6783296587,26.42119351,25.24159316
USA,2000,Wind,23166.39229,25198.16687,6793684479.0,752772.4111,643.8046598,0.3504654023,0.1606564874,899781295.8,82.35327039,7627754506.0,706,19.03583214,163139008632216,96432280,1,1,1,1,72.20306926,0.1615498299,5.339441131,8.991596011,469954.737,23.76879011,274.9556786,6.387623092,60.72153988,30.27675117
Canada,2014,Geothermal,11622.55433,7732.191711,3472263059.0,172539.0963,345.3550921,0.3228895779,0.4181450701,569115716.6,90.65984686,432472687.8,910,30.7249342,169629322124846,1028923556,1,0,1,0,44.30935781,7.952367254,2.2380633,0.263921839,380553.2308,16.95659237,145.6566613,11.84492949,66.1152848,78.10287681
France,2012,Biomass,92877.21891,8654.976014,636129999.9,446351.2474,652.674274,0.3061086167,0.1079627815,795343464.3,19.46122984,9082123254.0,931,85.90400022,192957944610305,1267624555,1,1,1,0,13.29488001,4.712681869,1.535970738,3.216061546,229897.7527,26.29847055,246.5428019,12.35866593,66.029905,30.68100707
France,2016,Biomass,48442.60488,7264.726439,2127113845.0,613734.8728,449.6374891,0.2444783011,0.182239492,709649665.6,20.99494414,8594534817.0,390,91.69255487,117907679882454,1137078030,1,0,1,1,91.1521278,9.885318345,9.314326543,5.291632023,493501.5149,32.37921912,100.9218095,13.99659726,48.07839867,35.78511258
Russia,2019,Geothermal,52356.40126,43587.23319,932807320.5,168252.8436,889.4536625,0.4621304112,0.321660629,124638966.9,86.76818016,1981669549.0,460,17.56900708,173381952881137,23010676,1,0,0,1,54.18510864,5.937590774,6.710734922,5.250485234,946446.0483,33.25227632,160.0043084,4.202077599,23.3964817,56.77278026
USA,2008,Geothermal,19698.60806,41954.54978,4571633357.0,464362.3763,995.965036,0.231410689,0.4621279018,634288825.7,45.67550619,7696796400.0,36,47.31937406,101194776506240,478264924,1,0,0,1,76.0168725,4.861938556,8.659399789,5.415574397,923764.3775,33.39417265,118.2737596,12.40880433,29.84846139,46.69500406
Japan,2007,Geothermal,59952.13807,33777.32034,986824974.5,64054.31937,960.5427422,0.2046051042,0.2971618509,950131634.7,67.10967467,563974947.9,65,68.59668656,168282378337377,1157422811,1,1,0,0,91.45942494,3.89402727,4.123242688,7.836710458,346359.6506,34.30211744,265.5597708,10.84749216,55.62770287,50.94629647
India,2008,Solar,69964.83311453897,48824.840263794096,1557739771.3439796,603669.0752225738,803.4035074639129,0.9373812770443616,0.3980810685069234,334302179.9184364,14.382039087775524,9996157969.616608,402,39.83914692608499,99267823850046,1375159326,1,1,1,1,31.46634470731968,1.9768102426808143,8.913365160395712,4.370163170013893,58921.319403867885,-5.3979046142718445,128.23194682449176,12.791631025410496,77.11192557188656,20.350189505230855
Germany,2023,Hydro,59564.300839389005,3245.1651622990544,9886158125.763208,788780.2991701018,446.7420821634345,0.7402487790659316,0.2386423089042892,318104869.4247443,82.02479448631294,423264036.45084906,83,61.92024956213342,62659537213545,262642535,0,1,0,0,76.29097704849993,6.65294849938949,0.1578883764698158,2.459314029054526,340658.3124205359,4.143708284860562,259.7377345576922,8.999115740033425,40.13325568705842,96.81723912942336
Canada,2009,Solar,46268.7851,6015.930347,2889331538.0,600811.7168,971.7464476,0.609619589,0.2537225161,422100419.2,90.86032911,6469566917.0,546,65.50581003,93487454027236,1271551332,0,1,1,1,42.90202765,7.884881611,5.900076199,1.775337319,235686.7599,12.2566415,106.2120823,12.63064816,51.43898032,2.690466022
India,2017,Wind,90205.41631,1515.213516,6767667591.0,411852.2394,868.1722937,0.5153249551,0.08269328398,543406017.4,7.526355732,3639293818.0,896,23.22140107,157734306062548,336708666,0,0,0,0,64.75701054,4.834418172,9.490416351,3.257700817,495290.0902,26.95821069,298.0650347,0.7058397745,45.95405992,15.84050777
UK,2007,Solar,68419.60561413577,8664.235476401045,3133639492.4175096,82364.62621879239,422.40544448240274,0.4990320075092742,0.4511676569725178,271847167.983089,36.62252692261501,5399252674.551269,614,50.70743592577469,116796665362183,915568057,0,0,1,0,95.5187565474548,7.827638396472645,0.9896492474478492,8.239778897377782,762765.653388859,10.72053538503112,282.0689708621911,14.514449454513672,53.47141903934821,48.13818621134098
Canada,2021,Biomass,15156.07834,30711.68116,8408380392.0,235945.5471,302.9194844,0.7230005819,0.4069641963,833922803.4,40.34809564,8835688543.0,10,93.38630099,33334501800115,480249315,0,0,0,0,64.79198486,5.000403748,3.806198857,3.19403204,365832.8844,13.68725553,173.8843144,2.587346008,88.48438956,20.96862203
Australia,2002,Hydro,66032.43861,31817.9115,3813039172.0,69497.9089,566.7407804,0.8853753592,0.2859410489,141662199.9,32.3977484,1569791729.0,225,5.192395916,33510244656831,1112650576,0,0,1,1,43.11399396,9.485206717,8.564910689,9.179772829,483768.5806,33.12165539,124.0053895,5.702045209,72.86245749,60.90677979
Germany,2010,Geothermal,47075.33903,33820.5449,4479500073.0,495195.8203,352.315324,0.2806972008,0.4904510017,61526975.1,58.80180294,1881544460.0,383,37.49731963,104483651294221,926776042,0,0,1,0,55.20279866,0.1625335453,4.169386718,7.55962694,747239.9336,38.13674904,270.7198593,8.877623725,88.78778638,69.82247541
Canada,2001,Geothermal,53798.34315,43862.5742,6585022680.0,833420.7205,137.7250908,0.1385823267,0.1158051812,746889036.8,48.37655284,5986331292.0,932,81.30646172,96943215009988,541886309,1,1,0,0,91.96180629,6.217114715,8.349257818,7.552506063,127333.4019,12.07546812,181.21138,14.03604401,40.92495193,59.5649784
India,2014,Hydro,78938.88082,2765.20172,578249860.2,444767.8655,512.7091355,0.6356659794,0.4368466349,743532646.5,54.47967153,7513725100.0,967,12.75663237,97035052645871,39364986,0,0,0,0,66.75487074,9.276358557,0.05577883016,3.427713624,931976.3355,-7.615287848,176.0268425,8.762039627,30.36902165,8.475075066
Germany,2008,Geothermal,18346.40007,18274.04709,7723273322.0,290362.8153,7.408027498,0.7576827145,0.4261171443,126402833.1,67.75560466,6497091119.0,393,54.22970954,172233708714295,1332156844,0,1,1,1,33.02104012,4.694622155,1.098916597,0.7936256118,422895.1467,-3.318541266,195.4986884,12.16511043,95.0071272,73.08703957
Russia,2010,Geothermal,30033.74956,34183.73542,4810998285.0,740273.038,45.44800145,0.5109299619,0.07492374132,408972929.4,86.94708167,4459481687.0,415,50.7197048,75097928682685,119254949,0,0,0,0,15.18427349,3.201804163,3.125687422,9.888843515,354816.9795,29.62893643,111.8281785,7.756855088,49.09264278,67.94577286
Canada,2003,Biomass,94354.62521,22974.26231,761229339.1,144218.7772,802.068947,0.3635496934,0.1424419595,593428185.1,25.60805117,6123032039.0,592,86.35092518,196573226616098,1230774405,1,0,1,1,97.95016704,1.755045857,9.809892759,8.766857857,929984.9195,22.78043594,111.7524497,8.515648215,45.56178079,90.60805671
Australia,2016,Hydro,87130.29373,11164.11386,7596562216.0,228425.6244,633.3720153,0.8159471914,0.388976697,538345100.7,87.69516433,4403743306.0,392,20.3495952,175968320044441,650601945,0,0,0,0,2.06109559,3.070198402,1.015098564,1.67476141,244237.0631,24.60081185,202.5891683,4.303532489,57.05582476,55.80411892
France,2003,Wind,29543.64288838798,45353.26847358104,4995966410.253916,597364.3729817296,932.609969362167,0.2880582698934146,0.2474424299247243,684883419.4751437,60.97178168817645,9550048157.11459,951,3.715052759391313,140429879084297,118585616,1,1,1,1,8.009904995431839,7.186927445814791,8.359058714420497,4.153879850855384,908486.0257281768,13.125358997021166,188.59407385501703,6.276703258076613,41.608524312727,49.02173560267911
India,2021,Biomass,11516.41298,4394.426972,1698271411.0,386907.9517,862.0539279,0.3284802962,0.4227512752,439221353.7,41.70191869,6049980029.0,298,38.34519552,196798108449053,1395626808,0,0,1,1,28.82687371,3.158638539,8.621339869,6.094802249,397341.6281,-1.909137402,222.6302433,2.339438078,8.836846048,83.26026178
India,2001,Hydro,33842.39585,1017.16713,5143259052.0,202303.5647,860.1880652,0.9931386391,0.1740772258,57831250.92,63.72862952,2019913199.0,663,47.24597753,55906773666885,469279876,1,0,0,1,25.6586394,3.137437293,8.191594296,5.600305685,51684.92793,-8.430494508,103.9176095,9.865106244,19.86078918,73.52779341
Australia,2006,Wind,8664.077536,40044.51382,473388340.0,7780.403273,374.6398909,0.08173452956,0.09021338554,328661752.2,65.42156665,170495720.7,300,50.06159353,30159623423893,295490813,1,1,1,1,8.195133157,7.439728327,0.6419372167,6.582442194,657773.2574,1.105442699,298.989817,0.1645118674,28.53957071,13.67596726
USA,2000,Biomass,77773.93731,5931.081091,3337977857.0,50910.19654,114.9370111,0.4263806623,0.3814160228,491953760.7,46.83962344,5065627217.0,678,49.96705891,58953627060908,950432209,0,0,1,1,56.30458738,4.935818133,3.416456026,8.126351827,38896.03597,24.56433083,244.3612893,6.095985522,67.73069168,1.94457596
Australia,2016,Biomass,52409.78131861915,37787.348931893306,9218823891.729391,236574.61758365008,249.41241897290533,0.4644540081354745,0.2209773542609069,501900336.96697074,77.00226977464403,3834714585.085148,391,8.105425123544219,175925543316823,1476067293,0,1,1,0,84.02047382419714,3.3471772081452777,4.756247186252552,8.57825099769487,686567.1040037608,29.677410308555288,190.0825388570032,1.106097290575001,93.76532826488967,99.33220990217455
France,2014,Solar,43969.67653,15713.42056,6996068074.0,671660.5537,650.6890676,0.848967284,0.2056520464,696033896.1,71.87563351,649375733.8,167,31.78994088,65820663555888,197990713,0,0,0,1,12.03062156,8.255962779,1.783239358,5.142963738,114813.2005,9.650138177,209.692585,11.4706732,64.61539605,22.99341402
China,2016,Wind,20084.78539,11493.09199,2088297402.0,509970.137,772.8347429,0.592022301,0.426186498,347833284.4,87.80245751,3949572222.0,185,1.824546331,154289320294462,106690817,1,1,1,1,63.38002306,6.608424706,8.486399249,7.816668165,574202.7956,-5.159336875,197.4561024,2.377120507,28.794094,51.08136145
Germany,2005,Hydro,36193.3168,41682.95046,2948959530.0,457927.0507,882.6268233,0.1942235797,0.4824247488,41989001.56,35.44988959,1581237581.0,339,61.94659946,124404665718050,1012343985,1,0,0,1,45.60977732,7.926063959,8.31203076,4.763152806,218640.6461,21.72833003,157.0092486,5.118575034,19.61448364,93.54789991
Germany,2018,Biomass,48230.72244,47981.18164,9949759072.0,321891.199,133.9258799,0.6922351567,0.386159395,172792746.0,73.43603473,3490557795.0,187,93.4970355,51263350278041,1041259645,0,1,1,1,53.77390732,4.931802857,8.863247656,6.063812908,421691.5435,0.1471525973,133.1886614,10.00299552,41.80442238,52.99917124
Japan,2012,Wind,64648.18388,13690.56606,5489301770.0,777786.1055,353.6034069,0.02476920094,0.1207048967,394040732.9,23.25841346,1273401829.0,380,19.32139831,75038301100826,1145215027,0,0,1,0,60.98231013,3.893233661,6.799622733,6.17441735,526404.372,-9.749112986,243.2347596,12.67725026,14.6319192,93.97518698
China,2018,Biomass,99422.51705,33865.87514,8362242653.0,50765.43579,746.8651345,0.7357539675,0.3022404465,292651780.6,98.18524058,4494621277.0,893,98.92012811,83668302016273,1490156103,0,1,1,1,81.58278022,5.071891473,4.297922953,3.324709183,470836.1829,36.31130194,129.6583692,14.10937825,96.36792144,12.54796823
France,2012,Hydro,26620.65889,8539.739376,3720664753.0,96142.20545,494.7720396,0.689201088,0.2093906899,711293796.9,12.14483838,1845832927.0,496,31.19758962,181078118068939,341847261,0,1,1,0,21.12282465,0.6682201177,0.7739951865,0.6876642956,834651.7766,22.25066358,170.1434216,9.958258631,78.51828787,18.54701184
Canada,2017,Biomass,32133.76264,3146.13667,8273888432.0,433366.6115,494.0770849,0.8889257578,0.4134454381,846157805.0,25.28074497,3827176598.0,299,99.239953,142217649054016,659569232,0,0,1,1,6.963518881,4.891695516,2.921953352,5.54944602,724107.087,33.76281892,289.6787642,7.807108499,17.67814583,90.73172397
Germany,2013,Wind,20992.59499,41824.86105,8968476909.0,49856.87235,119.2057237,0.1658046922,0.3339827449,378557623.7,76.42145252,9415508835.0,621,76.84556808,65991618798317,178462451,1,0,1,1,73.36010548,9.671105561,0.4947350006,6.125106396,430706.4953,15.55454229,210.2650557,14.4056573,17.96369571,98.52380596
Brazil,2017,Solar,60089.00019,10126.29145,1853647965.0,104279.7455,260.6459356,0.5239092178,0.2481691456,18861464.79,38.52564782,9872046496.0,118,38.9446856,20087057266324,1409532269,1,1,1,0,58.22598219,0.3468259564,2.312914753,3.782664791,256077.5523,20.221313,165.5617362,5.563543694,34.03244399,18.35959861
India,2010,Hydro,40472.47987,18576.2794,3158512159.0,619668.4612,657.3991635,0.01817365967,0.4734563359,871917614.6,82.72354815,1198615544.0,574,0.7457894478,158000290080079,1366292830,0,1,1,0,23.87139527,6.49786369,7.012746746,4.584364842,89938.60395,-2.223535302,161.3976168,4.707415678,11.20812416,12.46845608
India,2000,Hydro,99338.07287278082,15018.314418720383,9593429178.416136,574335.5608661602,135.03466545089427,0.0698998791979106,0.3799079313887182,344122878.0059588,42.56434034319901,5470698088.548291,518,96.611441306722,18089035838725,181532344,1,1,1,0,46.174144924038174,5.209387975722194,7.854084174067926,4.031192571718883,41715.33859186817,20.787071509515503,249.3412838008859,13.164682988472572,78.15274689949887,37.16870494420898
Japan,2020,Biomass,75925.15828,45992.51712,1998962655.0,338864.4713,39.42413511,0.9187338699,0.3780825789,896293799.9,13.78544425,343183842.6,526,28.92185252,138517387664805,728195792,0,0,0,0,75.5431384,8.167558888,2.861542268,3.828045481,213342.2101,18.06346932,145.3512768,1.502998469,96.75060075,92.23866347
France,2017,Wind,50268.62518,31047.00315,1769182140.0,120157.8643,471.5445771,0.2776722724,0.135558514,274584041.0,14.36063732,1590761506.0,573,54.22569387,51842091609071,245877778,1,0,0,0,87.19064808,2.392009566,5.954787177,3.472265696,807875.1812,19.26414195,137.3712999,13.91388573,28.08644513,75.80592877
Australia,2022,Hydro,57533.73401,36678.02716,8401335704.0,426697.4238,195.5996514,0.3305044583,0.1049090833,721762351.2,14.28398638,6088119877.0,552,62.93776833,35967552955653,868568780,1,1,1,0,52.65804218,7.826209314,4.382531219,5.359080436,506124.7386,-3.273580908,114.5317009,0.147655028,11.06324067,65.3750233
Germany,2014,Hydro,37869.16228,48911.2929,9407352874.0,341740.8293,777.3562176,0.4363726904,0.2361757589,688667220.8,44.21119623,1748685360.0,817,88.56504547,141466967245111,123275174,1,1,1,1,11.94745353,1.674931299,0.9924002115,0.8825379276,242502.8422,-8.858036196,277.3675017,9.31876441,64.60267688,53.73383253
Australia,2000,Biomass,43636.8811,19296.86617,6554377221.0,358831.3829,155.0176455,0.8694026744,0.2042678941,367407964.6,50.87047676,6451974689.0,496,5.651831164,177785937913029,509980667,1,0,0,0,4.148085661,1.683043842,3.904252115,4.659536062,957141.0566,7.859819306,101.4515826,1.885153094,84.16317254,4.779735639
India,2010,Geothermal,19005.09885,42180.40586,317672157.6,763324.427,603.9515162,0.1121022464,0.06773485553,868602584.1,75.89103837,1475987022.0,265,26.41856394,122549510470529,1098266529,1,1,0,1,21.0095152,6.882630039,0.3117648864,0.314134389,353420.7307,18.8646231,224.4922394,10.90719409,76.0601539,52.475275
Germany,2011,Geothermal,34785.41483,17250.89137,3343166725.0,445877.3004,201.5891354,0.003211329905,0.2046709411,88620127.3,60.31392234,5276471597.0,703,82.91894889,121634515908074,124982120,1,1,0,1,26.39923105,6.786925164,4.798215575,1.225596374,307624.8673,-7.735596225,198.6154026,9.990981192,54.49381492,78.94318743
China,2017,Wind,49368.9472,19485.01966,5998591964.0,632183.5857,343.2822669,0.3470582609,0.3394866898,778644711.1,48.00153081,3361480671.0,28,49.27810437,87534475714076,766238044,1,0,0,1,75.34620394,6.80880241,8.12531097,8.760522676,36380.24395,-7.127598689,168.7206484,11.00428692,79.61526578,22.11661374
USA,2000,Wind,38830.85051,3155.340735,5616149046.0,462776.6832,953.0133727,0.5437002087,0.1613537766,732263691.2,63.29804645,3943104945.0,621,20.5972339,175768601870333,410555441,1,1,1,1,72.2946901,4.047659533,0.5693689928,5.859810763,404523.7181,-2.690735323,113.9770664,6.342753147,84.28731327,22.78754303
Japan,2018,Hydro,76002.04359,40467.96775,1040270274.0,346895.7722,111.1208571,0.5997369323,0.3829926116,907511822.5,73.02580821,5599666345.0,703,39.77590349,78194827080689,698146784,0,0,0,1,87.95413111,7.908745396,5.431864026,6.849818384,132880.1341,10.37478448,256.1231403,1.778557219,23.32096206,60.21288624
Brazil,2010,Geothermal,43718.30051,25083.14434,541778914.4,44820.42281,755.453943,0.4797291865,0.2546540405,860175133.1,7.933237028,3373533859.0,70,80.40068512,43917735379068,53432889,1,0,1,0,72.89772023,7.856470224,3.740095302,3.916318778,176660.5292,28.11837661,135.3603317,9.108097451,88.83951063,53.19039511
France,2010,Solar,55768.29378,23181.49693,6066280235.0,575553.9546,115.7948571,0.266384622,0.05447157084,674830816.0,99.59319692,3305384816.0,331,21.51102777,69651445190198,314825644,1,1,1,1,31.7102382,0.8264279446,9.635826377,8.94072335,936092.5765,25.31933778,222.709143,5.138181922,38.47356264,47.88389827
India,2022,Wind,14373.824379528714,34511.8786115851,2388180067.0898676,811000.084000293,650.6334271889699,0.889788199868717,0.4891914249530479,690702467.792225,82.82380613311213,2504387560.468037,563,46.09017616039728,69011574536611,1296940010,1,0,0,1,43.41282838122472,7.976644226348101,7.394131925054398,8.399578752598808,349518.99579313974,6.342552124193077,145.68925284507057,3.181771542368485,39.62068781156531,4.82431952859157
Brazil,2022,Wind,6825.248931,28271.80607,5920829809.0,359720.4874,564.4896984,0.0569165809,0.07394779269,843631209.8,84.78868334,7912196423.0,463,90.44673893,98459862582147,1401331250,1,0,1,0,98.08882634,3.604998725,7.501925027,2.772074896,586018.412,34.39653375,196.2843979,12.06570431,44.65422589,51.37699379
Russia,2010,Hydro,78755.72373,9061.050066,3019017933.0,352274.0417,756.4341994,0.8439522391,0.3194388329,110575738.8,40.45625541,6068497035.0,831,92.66871602,169459939269179,814764703,1,0,1,0,50.35375478,2.980643826,7.036617422,1.166849998,466936.0125,6.838998116,289.835338,14.88475139,9.026306074,3.972823097
Japan,2001,Biomass,91848.6814522111,26311.872094286853,6871165615.247655,609927.7088312698,415.34789335666903,0.6880198018635689,0.3944487180747345,918655789.8813672,55.184130168375646,6399196014.504057,603,5.381198653877373,14633129822306,577765874,0,0,0,0,42.3094412258204,2.325732254746695,0.4833443384311864,2.7929065081839175,505751.3628422749,27.568274543852866,118.08853717316715,2.249926555245795,77.01207317247764,65.77191195537617
India,2000,Geothermal,64196.34773093276,45034.54806347556,8380969887.753633,643235.4451526504,137.31738265291116,0.4245566557027753,0.4823792125490554,725325308.4672034,65.97583421317658,1594219572.9980383,299,22.532499075263203,133975911968605,1369431282,0,0,0,1,62.19880637609834,1.3948901737631725,0.1337676103449825,7.085671754732985,706521.9585938674,35.78819104898286,153.17631239956822,13.9818580854628,74.24847285471932,82.76551290630408
France,2010,Hydro,66092.50709,28044.18867,8622074263.0,477000.6045,477.6737782,0.09449679759,0.3921794926,654569784.4,53.09057645,3650618598.0,145,94.75765846,80689554485849,185869925,1,1,0,0,28.28634555,2.811515792,8.531426098,5.224734435,549901.4936,25.785073,253.8438284,8.517232313,43.8072732,78.41223901
Canada,2005,Hydro,93109.53947,23891.68469,7930483452.0,213425.7784,963.951591,0.8252996575,0.4703911625,892627991.5,71.69968245,2284363532.0,605,53.89810052,68350470959936,547578890,1,0,1,0,21.25513282,4.74715076,8.367158914,5.27064286,890007.7049,9.128550498,144.2785597,2.194348378,4.367180028,65.45837744
USA,2014,Wind,78816.47001107092,41210.204739615736,6515648535.88243,54339.3463191045,879.1932418740524,0.964535371222896,0.4982365219182147,181347134.26946145,21.906102691420703,3251524479.47474,960,93.79600889351391,16835109555832,883558457,1,0,0,0,12.757859447415289,1.4552833461757908,4.864315357572838,3.401281915553249,67962.81708195947,19.484104190221412,244.30483196132417,7.894258424966845,13.803836796787872,1.357931323711392
Australia,2021,Wind,1697.4693604058805,44853.462344199055,3173049604.1827073,641140.3666039831,301.3106528043865,0.6182741898580525,0.1041471410638272,258680263.75155863,7.074364239546071,7917566259.887579,998,88.25438411461963,90903392224474,1293414333,1,1,0,0,35.29432134262284,5.04070237165487,3.7190959744003194,5.998373291048713,84638.06184945694,10.788119501652108,122.48824164759624,8.668353435517085,82.59425522617015,49.776851074385306
India,2002,Solar,16230.26753,45126.1673,9691344231.0,864493.5036,659.7420856,0.6133761356,0.2271142948,760606999.6,19.48455356,6594194062.0,755,2.214241636,184773712445107,540367688,0,0,0,1,57.29823693,2.911595987,4.753815177,4.732304175,126355.0494,33.79684178,104.7091077,11.82117388,70.12355931,26.36287074
Russia,2015,Hydro,50368.93447,14517.16055,7462586693.0,203598.1886,695.9897097,0.7441460521,0.3005630796,591940575.1,56.83088796,2258779449.0,174,93.78929779,121460817274255,1100447544,1,1,1,1,8.911996664,3.875023012,3.300113508,1.554247179,755497.5364,27.43478845,148.8734451,3.087872337,71.26312607,51.77349867
Canada,2010,Solar,80707.98125223548,41808.405592087016,2607610961.723503,906789.588054372,764.8942552720928,0.1658805319841185,0.4854177249558006,978702713.4124464,16.797167968565883,2563199800.290492,126,35.12204098955436,63806340108598,857373837,1,1,1,1,50.74029425209522,1.014136024059996,3.2574221527906477,0.0210963108806405,664378.7101673295,-6.943814862779071,113.00938116119134,4.301023987101053,77.64930732203888,82.91032427766977
USA,2005,Wind,86522.73998,32926.25636,6659035592.0,391271.6546,74.13229812,0.7441101284,0.2796606129,147158677.8,57.13180172,5211260217.0,187,75.22100448,128578334801334,148612209,1,1,1,1,74.69204085,9.333608937,0.9979169584,5.658533949,401170.4618,-8.863591322,210.0096784,5.284376559,82.62076075,9.410087516
Germany,2006,Hydro,9520.238497,11394.39194,8150505768.0,285061.0477,759.9866278,0.1162030231,0.1863727257,436967849.0,6.985719798,8732043164.0,80,97.66382205,139852742659762,282506976,1,0,1,1,52.02218491,6.207305897,9.552614691,2.640040472,610510.3441,11.42090494,255.2002582,2.788748926,90.81457424,55.23959245
Canada,2012,Biomass,34317.290702427716,19436.270993392587,2154815605.117855,882089.2348990017,282.94994937878437,0.4770224306999093,0.1650385378032213,751225544.1702591,73.32471039184676,1192364646.274031,457,74.19769925724385,197467633943519,387067562,1,0,1,1,13.05439978409736,3.4642124529655205,3.0099819851892984,0.5751908400196393,596677.2196437829,16.255410380276334,275.72380966013463,11.471809719776104,33.53697996506631,33.21599490135142
France,2008,Wind,58067.91884,17943.25386,8134754408.0,769133.5858,27.57073591,0.1014747627,0.1784958275,985862015.6,97.64859671,3199729396.0,562,58.92688023,169196613432184,999874286,0,0,0,0,34.28598021,4.083833599,7.744648985,9.184600431,238608.6155,24.0259869,113.5621073,2.773418381,15.42256349,43.50032336
Canada,2018,Biomass,80716.97406,9951.277924,8453614030.0,380864.79,279.1718396,0.6647342265,0.4458001495,943834692.9,80.85145336,6726483541.0,34,94.46689297,63842941194764,1036952693,0,1,1,0,74.69951959,7.764130403,0.9767472936,8.220998578,519882.3389,36.22336496,155.9413196,3.877058127,96.66674559,52.72369336
Australia,2005,Solar,60501.89470635272,40367.925300174335,6075719993.458805,217879.10546275647,99.57903635955006,0.4163965694454866,0.4511524131340799,498390149.71817267,5.0929766585724785,5243239318.846927,209,76.41107773721158,153666431403149,5948929,0,0,1,1,25.143122723540635,6.086979823496126,7.0201249631501135,6.1105517111911025,75253.78790509688,4.416383947758854,176.53197094318853,13.1002842707556,67.28013436904038,72.68931944777314
China,2016,Solar,77498.34594,19276.92446,4398771895.0,468901.0988,314.7770736,0.354707624,0.4842770889,958671487.4,2.149295474,5548873685.0,207,7.411064727,118079674718306,481035680,1,1,0,0,55.74400804,1.79427582,2.346942677,3.607995758,482540.5563,8.334798756,226.4861292,7.816520012,98.11630771,46.75478853
Australia,2020,Hydro,3386.115429,39711.89794,3891812730.0,113964.3583,373.5097779,0.5013715094,0.4313280554,193550375.8,49.68599244,4662931766.0,844,1.634263037,65341355942159,902409611,0,0,0,0,97.15041196,7.67237108,1.566932202,5.942730308,131626.6994,17.66324109,127.588077,4.404496047,16.99437018,0.8407876919
India,2019,Geothermal,16546.951204370976,31603.653207801668,3168216779.5827994,131234.69230419534,338.7455938133179,0.099219377812212,0.3049961795449675,958689783.2848318,16.58039154855104,4289479369.969683,14,79.29202155018643,37809517259540,1461179246,0,1,0,1,64.30414088517293,3.0420687930289123,9.14693700365475,2.869996707385063,879482.6287649389,15.971415734453558,128.0109074671368,2.505925498012341,10.064019598104036,19.2932928323296
Australia,2001,Wind,35556.23172,7081.482047,3167697334.0,722170.1934,904.87778,0.52630256,0.2648276956,599085055.1,20.24002194,590053466.8,963,3.868186597,41039727610144,1004255401,0,1,1,1,63.50891165,8.714152997,0.9730872471,0.3666390452,513169.5651,15.07315058,117.449669,10.75008608,0.7124441481,54.05452851
